GEOID20,ADJ_GEOMS
04017000005,"['04017000056', '04005000053', '04017000052', '04017000036', '04017000006', '04017000040', '04017000031', '04017000042', '04017000037', '04007000040']"
04017000006,"['04017000054', '04017000005', '04017000055', '04017000040', '04017000031']"
04017000007,"['04017000057', '04017000022', '04017000027', '04017000018', '04017000001', '04017000046']"
04017000008,"['04017000002', '04017000004', '04017000011', '04017000048', '04017000034', '04017000020', '04017000032']"
04017000009,"['04001000130', '04001000020', '04017000044', '04017000061', '04017000049', '04017000026']"
04017000010,"['04001000185', '04017000017', '04017000024', '04017000050', '04017000023']"
04017000011,"['04001000040', '04017000004', '04017000008', '04017000034', '04017000051']"
04017000012,"['04001000205', '04017000013', '04017000039', '04017000052', '04017000038', '04017000053']"
04017000013,"['04001000205', '04001000100', '04017000021', '04017000012', '04017000053']"
04017000014,"['04017000061', '04017000003', '04017000054', '04017000015']"
04017000015,"['04017000060', '04017000003', '04017000054', '04017000014', '04017000055']"
04017000016,"['04001000100', '04017000056', '04017000021']"
04017000017,"['04001000185', '04017000010', '04017000019', '04017000057', '04017000050', '04017000022']"
04017000018,"['04017000027', '04017000043', '04017000025', '04017000029', '04017000001', '04017000007']"
04017000019,"['04001000215', '04017000044', '04001000185', '04001000025', '04017000017', '04001000085', '04017000022']"
04017000020,"['04017000048', '04017000008', '04017000034', '04017000032', '04017000030', '04005000048', '04017000047']"
04017000021,"['04001000100', '04017000016', '04017000056', '04017000013', '04017000052', '04017000053']"
04017000022,"['04017000044', '04017000017', '04017000019', '04017000057', '04017000027', '04017000007']"
04017000023,"['04017000010', '04017000024', '04017000057', '04017000050', '04017000047', '04017000046', '04017000033']"
04017000024,"['04001000185', '04001000035', '04017000010', '04017000059', '04017000023']"
04017000025,"['04017000054', '04017000041', '04017000027', '04017000043', '04017000018', '04005000053', '04017000040']"
04017000026,"['04017000044', '04017000009', '04017000049', '04017000041', '04017000027']"
04017000027,"['04017000044', '04017000026', '04017000041', '04017000022', '04017000025', '04017000018', '04017000007']"
04017000028,"['04017000060', '04017000038', '04017000055', '04017000031', '04017000042', '04017000035']"
04017000029,"['04017000043', '04017000018', '04017000058', '04017000001']"
04017000030,"['04017000020', '04005000048', '04005000088', '04017000047']"
04017000031,"['04017000005', '04017000006', '04017000055', '04017000042', '04017000028']"
04017000032,"['04017000002', '04017000045', '04017000059', '04017000008', '04017000020', '04017000047', '04017000033']"
04017000033,"['04017000059', '04017000032', '04017000047', '04017000023']"
04017000034,"['04017000011', '04017000048', '04017000008', '04017000020', '04017000051', '04005000090', '04005000061', '04005000071']"
04017000035,"['04017000038', '04017000036', '04017000042', '04017000028', '04017000037']"
04017000036,"['04017000052', '04017000038', '04017000005', '04017000037', '04017000035']"
04017000037,"['04017000036', '04017000005', '04017000042', '04017000035']"
04017000038,"['04017000060', '04017000039', '04017000012', '04017000052', '04017000036', '04017000028', '04017000035']"
04017000039,"['04001000205', '04017000060', '04017000012', '04017000038']"
04017000040,"['04017000025', '04005000053', '04017000005', '04017000006']"
04017000041,"['04017000049', '04017000026', '04017000054', '04017000027', '04017000025']"
04017000042,"['04017000005', '04017000031', '04017000028', '04017000037', '04017000035']"
04017000043,"['04017000025', '04017000018', '04017000058', '04005000053', '04005000092', '04017000029']"
04017000044,"['04001000130', '04001000215', '04017000009', '04017000019', '04017000026', '04017000022', '04017000027']"
04017000045,"['04001000035', '04001000195', '04017000002', '04017000059', '04017000032']"
04017000046,"['04017000057', '04005000088', '04017000047', '04017000001', '04017000007', '04005000069', '04017000023']"
04017000047,"['04017000020', '04017000032', '04017000030', '04005000088', '04017000046', '04017000023', '04017000033']"
04017000048,"['04017000008', '04017000034', '04017000020']"
04017000049,"['04017000009', '04017000061', '04017000026', '04017000054', '04017000041']"
04017000050,"['04017000017', '04017000010', '04017000057', '04017000023']"
04017000051,"['04017000011', '04017000034']"
04017000052,"['04017000056', '04017000021', '04017000012', '04017000038', '04017000053', '04017000036', '04017000005']"
04017000053,"['04017000013', '04017000021', '04017000012', '04017000052']"
04017000054,"['04017000061', '04017000049', '04017000041', '04017000025', '04017000006', '04017000014', '04017000015', '04017000055']"
04017000055,"['04017000060', '04017000054', '04017000006', '04017000015', '04017000031', '04017000028']"
04017000056,"['04001000100', '04009000016', '04017000016', '04017000021', '04007000011', '04017000052', '04017000005']"
04017000057,"['04017000017', '04017000050', '04017000022', '04017000007', '04017000046', '04017000023']"
04017000058,"['04017000043', '04005000092', '04017000029', '04017000001']"
04017000059,"['04001000035', '04017000024', '04017000045', '04017000032', '04017000033']"
04017000060,"['04001000020', '04017000039', '04017000003', '04017000038', '04017000015', '04017000055', '04017000028']"
04017000061,"['04001000020', '04017000009', '04017000003', '04017000049', '04017000054', '04017000014']"
04019000001,"['04013000583', '04019000002']"
04019000002,"['04019000136', '04013000583', '04027000P21', '04019000137', '04019000001']"
04019000003,"['04019000138', '04019000004', '04019000005', '04019000076', '04019000070', '04019000060', '04019000007']"
04019000004,"['04019000138', '04019000003', '04019000135', '04019000076', '04019000071']"
04019000005,"['04021000016', '04019000138', '04021000053', '04019000003', '04021000091', '04019000175', '04019000070', '04019000222']"
04019000006,"['04019000175', '04019000127', '04019000115', '04019000222']"
04019000007,"['04019000003', '04019000076', '04019000236', '04019000060', '04019000168', '04019000204', '04019000008', '04019000208']"
04019000008,"['04019000076', '04019000071', '04019000007', '04019000204', '04019000139', '04023000011', '04023000017', '04023000005']"
04019000009,"['04019000106', '04019000174', '04019000121', '04019000118']"
04019000010,"['04019000231', '04019000084', '04019000207', '04019000141', '04019000209', '04019000147']"
04019000011,"['04019000229', '04019000249', '04019000231', '04019000221', '04019000217']"
04019000012,"['04019000013', '04019000187', '04019000027', '04019000194', '04019000188', '04019000216', '04019000173', '04019000202']"
04019000013,"['04019000012', '04019000187', '04019000029', '04019000027']"
04019000014,"['04019000223', '04019000242', '04019000186', '04019000104', '04019000150', '04019000035', '04019000161']"
04019000015,"['04019000150', '04019000134', '04019000213', '04019000185', '04019000081']"
04019000016,"['04019000153', '04019000033', '04019000097', '04019000151', '04019000092']"
04019000017,"['04019000144', '04019000033', '04019000097', '04019000020', '04019000245', '04019000018']"
04019000018,"['04019000045', '04019000247', '04019000037', '04019000143', '04019000017', '04019000245']"
04019000019,"['04019000231', '04019000217', '04019000232', '04019000054', '04019000196']"
04019000020,"['04019000144', '04019000247', '04019000022', '04019000017', '04019000245']"
04019000021,"['04019000144', '04019000233', '04019000101']"
04019000022,"['04019000025', '04019000157', '04019000144', '04019000236', '04019000234', '04019000023', '04019000020']"
04019000023,"['04019000236', '04019000234', '04019000022', '04019000152']"
04019000024,"['04019000188', '04021000016', '04021000092', '04019000184', '04019000145', '04019000200']"
04019000025,"['04019000026', '04019000160', '04019000157', '04019000244', '04019000247', '04019000047', '04019000022']"
04019000026,"['04019000160', '04019000052', '04019000025', '04019000051', '04019000059', '04019000028', '04019000157']"
04019000027,"['04019000013', '04019000012', '04019000029', '04019000188', '04019000088', '04019000112', '04021000093', '04021000005', '04021000015', '04019000065', '04019000211', '04019000158', '04019000220', '04019000240']"
04019000028,"['04019000026', '04019000052', '04019000059', '04019000236', '04019000248']"
04019000029,"['04019000013', '04019000187', '04019000027', '04019000146', '04019000148', '04019000162', '04019000056', '04019000211']"
04019000030,"['04019000085', '04019000032', '04019000225', '04019000149', '04019000148', '04019000226']"
04019000031,"['04019000032', '04019000034', '04019000186', '04019000225']"
04019000032,"['04019000230', '04019000085', '04019000057', '04019000038', '04019000034', '04019000225', '04019000030', '04019000031']"
04019000033,"['04019000144', '04019000016', '04019000017', '04019000151']"
04019000034,"['04019000032', '04019000036', '04019000038', '04019000153', '04019000031']"
04019000035,"['04019000014', '04019000186', '04019000161', '04019000228']"
04019000036,"['04019000043', '04019000038', '04019000153', '04019000166', '04019000034', '04019000154']"
04019000037,"['04019000043', '04019000153', '04019000143', '04019000097', '04019000018']"
04019000038,"['04019000057', '04019000032', '04019000036', '04019000034', '04019000154', '04019000058']"
04019000039,"['04019000046', '04019000218', '04019000197', '04019000181', '04019000182']"
04019000040,"['04019000184', '04019000079', '04019000223', '04019000150', '04019000213']"
04019000041,"['04019000233', '04019000110', '04019000203', '04019000236']"
04019000042,"['04019000062', '04019000044', '04019000078', '04019000043', '04019000166', '04019000143', '04019000073']"
04019000043,"['04019000042', '04019000036', '04019000166', '04019000037', '04019000143']"
04019000044,"['04019000062', '04019000246', '04019000042', '04019000045', '04019000143']"
04019000045,"['04019000246', '04019000044', '04019000247', '04019000143', '04019000018']"
04019000046,"['04019000221', '04021000005', '04009000013', '04019000065', '04003000021', '04003000002', '04019000218', '04019000195', '04019000039', '04019000181', '04019000131', '04019000179', '04019000243']"
04019000047,"['04019000025', '04019000064', '04019000050', '04019000244', '04019000247']"
04019000048,"['04019000066', '04019000159', '04019000054', '04019000053']"
04019000049,"['04019000224', '04019000114', '04019000095', '04019000176', '04019000090', '04019000218']"
04019000050,"['04019000160', '04019000066', '04019000064', '04019000159', '04019000244', '04019000047']"
04019000051,"['04019000026', '04019000160', '04019000052', '04019000053']"
04019000052,"['04019000026', '04019000051', '04019000028', '04019000236', '04019000248', '04019000196']"
04019000053,"['04019000051', '04019000159', '04019000054', '04019000048', '04019000196']"
04019000054,"['04019000232', '04019000114', '04019000019', '04019000066', '04019000048', '04019000053', '04019000196']"
04019000055,"['04019000230', '04019000085', '04019000210', '04019000149', '04019000162']"
04019000056,"['04019000029', '04019000210', '04019000087', '04019000162', '04019000211', '04019000237']"
04019000057,"['04019000032', '04019000087', '04019000038', '04019000164', '04019000058']"
04019000058,"['04019000057', '04019000038', '04019000166', '04019000154', '04019000164', '04019000068']"
04019000059,"['04019000026', '04019000028', '04019000157', '04019000236', '04019000190']"
04019000060,"['04019000003', '04019000233', '04019000236', '04019000007', '04019000208']"
04019000061,"['04019000239', '04019000088', '04019000214', '04019000099', '04019000238', '04019000170']"
04019000062,"['04019000246', '04019000063', '04019000044', '04019000042', '04019000078']"
04019000063,"['04019000062', '04019000082', '04019000078', '04019000080']"
04019000064,"['04019000246', '04019000066', '04019000050', '04019000247', '04019000047']"
04019000065,"['04019000027', '04021000005', '04019000046', '04019000179', '04019000220', '04019000199', '04019000240']"
04019000066,"['04019000114', '04019000246', '04019000064', '04019000086', '04019000050', '04019000159', '04019000054', '04019000048']"
04019000067,"['04019000089', '04019000170', '04019000072', '04019000164', '04019000068']"
04019000068,"['04019000067', '04019000164', '04019000058', '04019000167']"
04019000069,"['04019000119', '04019000129', '04019000174', '04019000108', '04019000116', '04019000117']"
04019000070,"['04019000003', '04019000005', '04019000233', '04019000101', '04019000104', '04019000222', '04019000151', '04019000215']"
04019000071,"['04019000004', '04019000135', '04019000076', '04019000137', '04019000008']"
04019000072,"['04019000089', '04019000099', '04019000067', '04019000075', '04019000091', '04019000167']"
04019000073,"['04019000042', '04019000078', '04019000075', '04019000167']"
04019000074,"['04019000206', '04019000207', '04019000141', '04019000193', '04019000083', '04019000204', '04019000205']"
04019000075,"['04019000072', '04019000080', '04019000073', '04019000091']"
04019000076,"['04019000004', '04019000003', '04019000071', '04019000007', '04019000008']"
04019000077,"['04019000194', '04019000200', '04019000172', '04019000212']"
04019000078,"['04019000062', '04019000063', '04019000042', '04019000080', '04019000073']"
04019000079,"['04019000184', '04019000040', '04019000142', '04019000185', '04019000201']"
04019000080,"['04019000063', '04019000078', '04019000096', '04019000094', '04019000093', '04019000075']"
04019000081,"['04019000134', '04019000185', '04019000201', '04019000191', '04019000015']"
04019000082,"['04019000246', '04019000063', '04019000086', '04019000096']"
04019000083,"['04019000231', '04019000141', '04019000074', '04019000168', '04019000209', '04019000147', '04019000204']"
04019000084,"['04019000206', '04019000231', '04019000207', '04019000010']"
04019000085,"['04019000230', '04019000032', '04019000055', '04019000030', '04019000149']"
04019000086,"['04019000114', '04019000246', '04019000082', '04019000066', '04019000098', '04019000096']"
04019000087,"['04019000230', '04019000057', '04019000210', '04019000170', '04019000056']"
04019000088,"['04019000027', '04019000163', '04019000061', '04019000112', '04019000238', '04019000158']"
04019000089,"['04019000099', '04019000170', '04019000067', '04019000072']"
04019000090,"['04019000217', '04019000224', '04019000176', '04019000049']"
04019000091,"['04019000072', '04019000093', '04019000075', '04019000100']"
04019000092,"['04019000153', '04019000186', '04019000016', '04019000151', '04019000228']"
04019000093,"['04019000103', '04019000094', '04019000080', '04019000091', '04019000100']"
04019000094,"['04019000096', '04019000189', '04019000103', '04019000080', '04019000093']"
04019000095,"['04019000217', '04019000114', '04019000176', '04019000049']"
04019000096,"['04019000082', '04019000086', '04019000098', '04019000189', '04019000105', '04019000094', '04019000080']"
04019000097,"['04019000153', '04019000037', '04019000016', '04019000017']"
04019000098,"['04019000114', '04019000086', '04019000096', '04019000105']"
04019000099,"['04019000061', '04019000089', '04019000107', '04019000072', '04019000100']"
04019000100,"['04019000107', '04019000099', '04019000108', '04019000103', '04019000093', '04019000091']"
04019000101,"['04019000021', '04019000144', '04019000233', '04019000070']"
04019000102,"['04019000110', '04019000203', '04019000236', '04019000235', '04019000152']"
04019000103,"['04019000108', '04019000189', '04019000094', '04019000093', '04019000100']"
04019000104,"['04019000070', '04019000014', '04019000242', '04019000161', '04019000115', '04019000222']"
04019000105,"['04019000114', '04019000113', '04019000098', '04019000096', '04019000189']"
04019000106,"['04019000214', '04019000107', '04019000009', '04019000118']"
04019000107,"['04019000106', '04019000099', '04019000174', '04019000108', '04019000100']"
04019000108,"['04019000107', '04019000174', '04019000069', '04019000103', '04019000111', '04019000100']"
04019000109,"['04019000221', '04019000224', '04019000195', '04019000198']"
04019000110,"['04019000203', '04019000102', '04019000236', '04019000041']"
04019000111,"['04019000113', '04019000108', '04019000189', '04019000117']"
04019000112,"['04019000027', '04019000163', '04019000239', '04019000088', '04019000241', '04019000220']"
04019000113,"['04019000114', '04019000120', '04019000105', '04019000111']"
04019000114,"['04019000217', '04019000232', '04019000095', '04019000066', '04019000086', '04019000054', '04019000218', '04019000197', '04019000049', '04019000123', '04019000177', '04019000113', '04019000098', '04019000105']"
04019000115,"['04019000127', '04019000242', '04019000104', '04019000222', '04019000006']"
04019000116,"['04019000130', '04019000129', '04019000174', '04019000121', '04019000069', '04019000192']"
04019000117,"['04019000120', '04019000119', '04019000069', '04019000111']"
04019000118,"['04019000106', '04019000009', '04019000121', '04019000125', '04019000241', '04019000126']"
04019000119,"['04019000156', '04019000129', '04019000122', '04019000069', '04019000117']"
04019000120,"['04019000123', '04019000124', '04019000113', '04019000122', '04019000117']"
04019000121,"['04019000174', '04019000116', '04019000009', '04019000118', '04019000126', '04019000128']"
04019000122,"['04019000124', '04019000120', '04019000156', '04019000119']"
04019000123,"['04019000114', '04019000177', '04019000124', '04019000120']"
04019000124,"['04019000123', '04019000177', '04019000120', '04019000156', '04019000133', '04019000122']"
04019000125,"['04019000214', '04019000171', '04019000118', '04019000241']"
04019000126,"['04019000243', '04019000121', '04019000118', '04019000241', '04019000220', '04019000178', '04019000128']"
04019000127,"['04021000016', '04019000184', '04019000175', '04019000223', '04019000242', '04019000115', '04019000006']"
04019000128,"['04019000131', '04019000121', '04019000126', '04019000192', '04019000180']"
04019000129,"['04019000156', '04019000119', '04019000130', '04019000116', '04019000069']"
04019000130,"['04019000129', '04019000183', '04019000181', '04019000116', '04019000192']"
04019000131,"['04019000046', '04019000181', '04019000243', '04019000180', '04019000128']"
04019000132,"['04019000197', '04019000156', '04019000133', '04019000183', '04019000182']"
04019000133,"['04019000197', '04019000177', '04019000124', '04019000156', '04019000132']"
04019000134,"['04019000150', '04019000146', '04019000219', '04019000081', '04019000191', '04019000015']"
04019000135,"['04019000138', '04019000004', '04019000136', '04019000071', '04019000137']"
04019000136,"['04019000138', '04019000135', '04013000299', '04019000002', '04019000137']"
04019000137,"['04019000135', '04019000136', '04019000002', '04019000071']"
04019000138,"['04021000053', '04019000004', '04019000003', '04019000135', '04013000299', '04019000005', '04019000136']"
04019000139,"['04019000206', '04019000204', '04019000205', '04019000008', '04023000011']"
04019000140,"['04019000229', '04019000206', '04019000231']"
04019000141,"['04019000207', '04019000010', '04019000074', '04019000209', '04019000083']"
04019000142,"['04019000202', '04019000184', '04019000079', '04019000201']"
04019000143,"['04019000044', '04019000042', '04019000045', '04019000043', '04019000037', '04019000018']"
04019000144,"['04019000021', '04019000233', '04019000101', '04019000234', '04019000022', '04019000033', '04019000017', '04019000151', '04019000020']"
04019000145,"['04019000188', '04019000216', '04019000024', '04019000200', '04019000172', '04019000169']"
04019000146,"['04019000187', '04019000029', '04019000202', '04019000226', '04019000134', '04019000201', '04019000191']"
04019000147,"['04019000231', '04019000010', '04019000209', '04019000083']"
04019000148,"['04019000029', '04019000030', '04019000149', '04019000226', '04019000162']"
04019000149,"['04019000085', '04019000055', '04019000030', '04019000148', '04019000162']"
04019000150,"['04019000040', '04019000223', '04019000014', '04019000225', '04019000219', '04019000134', '04019000213', '04019000015']"
04019000151,"['04019000144', '04019000070', '04019000161', '04019000033', '04019000016', '04019000092', '04019000228']"
04019000152,"['04019000102', '04019000236', '04019000234', '04019000023', '04019000235']"
04019000153,"['04019000036', '04019000034', '04019000037', '04019000186', '04019000016', '04019000097', '04019000092']"
04019000154,"['04019000036', '04019000038', '04019000166', '04019000058']"
04019000155,"['04019000231', '04019000236', '04019000227', '04019000196']"
04019000156,"['04019000124', '04019000119', '04019000133', '04019000129', '04019000132', '04019000183', '04019000122']"
04019000157,"['04019000026', '04019000025', '04019000059', '04019000236', '04019000022', '04019000190']"
04019000158,"['04019000027', '04019000088', '04019000238', '04019000211', '04019000237']"
04019000159,"['04019000160', '04019000066', '04019000050', '04019000048', '04019000053']"
04019000160,"['04019000026', '04019000025', '04019000051', '04019000050', '04019000159', '04019000244']"
04019000161,"['04019000014', '04019000104', '04019000035', '04019000151', '04019000228']"
04019000162,"['04019000029', '04019000210', '04019000055', '04019000149', '04019000148', '04019000056']"
04019000163,"['04019000239', '04019000088', '04019000112']"
04019000164,"['04019000057', '04019000170', '04019000067', '04019000068', '04019000058']"
04019000165,"['04019000229', '04019000206', '04019000221', '04003000046', '04003000002', '04023000006', '04023000014', '04023000015']"
04019000166,"['04019000042', '04019000036', '04019000043', '04019000154', '04019000058', '04019000167']"
04019000167,"['04019000166', '04019000072', '04019000068', '04019000073']"
04019000168,"['04019000231', '04019000236', '04019000007', '04019000227', '04019000083', '04019000204']"
04019000169,"['04019000216', '04019000145', '04019000172']"
04019000170,"['04019000061', '04019000087', '04019000089', '04019000238', '04019000067', '04019000164', '04019000237']"
04019000171,"['04019000239', '04019000214', '04019000125', '04019000241']"
04019000172,"['04019000216', '04019000145', '04019000200', '04019000169', '04019000077', '04019000212']"
04019000173,"['04019000012', '04019000194', '04019000216', '04019000212']"
04019000174,"['04019000107', '04019000108', '04019000116', '04019000009', '04019000121', '04019000069']"
04019000175,"['04021000016', '04019000005', '04019000127', '04019000222', '04019000006']"
04019000176,"['04019000217', '04019000095', '04019000090', '04019000049']"
04019000177,"['04019000114', '04019000197', '04019000123', '04019000124', '04019000133']"
04019000178,"['04019000220', '04019000199', '04019000126']"
04019000179,"['04019000046', '04019000065', '04019000243', '04019000199']"
04019000180,"['04019000181', '04019000131', '04019000192', '04019000128']"
04019000181,"['04019000046', '04019000039', '04019000130', '04019000131', '04019000180', '04019000182']"
04019000182,"['04019000197', '04019000039', '04019000132', '04019000183', '04019000181']"
04019000183,"['04019000156', '04019000130', '04019000132', '04019000182']"
04019000184,"['04019000024', '04021000016', '04019000200', '04019000127', '04019000040', '04019000079', '04019000142', '04019000223']"
04019000185,"['04019000079', '04019000213', '04019000201', '04019000081', '04019000015']"
04019000186,"['04019000153', '04019000014', '04019000225', '04019000035', '04019000031', '04019000092', '04019000228']"
04019000187,"['04019000013', '04019000012', '04019000029', '04019000202', '04019000146']"
04019000188,"['04019000012', '04019000027', '04019000216', '04019000024', '04021000092', '04019000145', '04021000015']"
04019000189,"['04019000096', '04019000105', '04019000103', '04019000111', '04019000094']"
04019000190,"['04019000059', '04019000157', '04019000236']"
04019000191,"['04019000146', '04019000134', '04019000201', '04019000081']"
04019000192,"['04019000130', '04019000116', '04019000180', '04019000128']"
04019000193,"['04019000206', '04019000207', '04019000074']"
04019000194,"['04019000012', '04019000173', '04019000202', '04019000200', '04019000077', '04019000212']"
04019000195,"['04019000221', '04019000224', '04019000046', '04019000218', '04019000198', '04019000109']"
04019000196,"['04019000052', '04019000231', '04019000019', '04019000054', '04019000236', '04019000053', '04019000155']"
04019000197,"['04019000114', '04019000218', '04019000039', '04019000177', '04019000133', '04019000132', '04019000182']"
04019000198,"['04019000224', '04019000195', '04019000109']"
04019000199,"['04019000065', '04019000179', '04019000243', '04019000220', '04019000178']"
04019000200,"['04019000194', '04019000202', '04019000024', '04019000184', '04019000145', '04019000172', '04019000077']"
04019000201,"['04019000202', '04019000079', '04019000142', '04019000146', '04019000185', '04019000081', '04019000191']"
04019000202,"['04019000012', '04019000187', '04019000194', '04019000200', '04019000142', '04019000146', '04019000201']"
04019000203,"['04019000233', '04019000110', '04019000102', '04019000041', '04019000234', '04019000235']"
04019000204,"['04019000007', '04019000074', '04019000168', '04019000083', '04019000205', '04019000008', '04019000139']"
04019000205,"['04019000206', '04019000074', '04019000204', '04019000139']"
04019000206,"['04019000229', '04019000140', '04019000165', '04019000084', '04019000207', '04019000074', '04019000193', '04019000205', '04019000139', '04023000011', '04023000014']"
04019000207,"['04019000206', '04019000084', '04019000141', '04019000010', '04019000074', '04019000193']"
04019000208,"['04019000060', '04019000007']"
04019000209,"['04019000141', '04019000010', '04019000083', '04019000147']"
04019000210,"['04019000087', '04019000055', '04019000162', '04019000056']"
04019000211,"['04019000029', '04019000027', '04019000056', '04019000158', '04019000237']"
04019000212,"['04019000194', '04019000216', '04019000173', '04019000172', '04019000077']"
04019000213,"['04019000040', '04019000150', '04019000185', '04019000015']"
04019000214,"['04019000061', '04019000239', '04019000106', '04019000171', '04019000125']"
04019000215,"['04019000070', '04019000222']"
04019000216,"['04019000012', '04019000188', '04019000173', '04019000145', '04019000172', '04019000169', '04019000212']"
04019000217,"['04019000011', '04019000231', '04019000221', '04019000224', '04019000232', '04019000114', '04019000095', '04019000176', '04019000090', '04019000019']"
04019000218,"['04019000224', '04019000114', '04019000046', '04019000195', '04019000197', '04019000039', '04019000049']"
04019000219,"['04019000225', '04019000150', '04019000226', '04019000134']"
04019000220,"['04019000027', '04019000112', '04019000065', '04019000241', '04019000199', '04019000178', '04019000240', '04019000126']"
04019000221,"['04019000229', '04019000011', '04019000165', '04019000217', '04019000224', '04019000046', '04003000002', '04019000195', '04019000109']"
04019000222,"['04019000005', '04019000175', '04019000070', '04019000104', '04019000115', '04019000006', '04019000215']"
04019000223,"['04019000184', '04019000127', '04019000040', '04019000014', '04019000242', '04019000150']"
04019000224,"['04019000221', '04019000217', '04019000090', '04019000218', '04019000195', '04019000049', '04019000198', '04019000109']"
04019000225,"['04019000032', '04019000186', '04019000150', '04019000030', '04019000226', '04019000031', '04019000219']"
04019000226,"['04019000225', '04019000146', '04019000030', '04019000148', '04019000219']"
04019000227,"['04019000231', '04019000236', '04019000155', '04019000168']"
04019000228,"['04019000186', '04019000035', '04019000161', '04019000151', '04019000092']"
04019000229,"['04019000140', '04019000249', '04019000011', '04019000206', '04019000165', '04019000221']"
04019000230,"['04019000085', '04019000032', '04019000087', '04019000055']"
04019000231,"['04019000140', '04019000011', '04019000217', '04019000019', '04019000084', '04019000010', '04019000227', '04019000155', '04019000168', '04019000083', '04019000147', '04019000196']"
04019000232,"['04019000217', '04019000114', '04019000019', '04019000054']"
04019000233,"['04019000021', '04019000144', '04019000101', '04019000203', '04019000236', '04019000041', '04019000070', '04019000060', '04019000234']"
04019000234,"['04019000144', '04019000233', '04019000203', '04019000022', '04019000023', '04019000235', '04019000152']"
04019000235,"['04019000203', '04019000102', '04019000234', '04019000152']"
04019000236,"['04019000052', '04019000059', '04019000028', '04019000157', '04019000233', '04019000110', '04019000102', '04019000041', '04019000060', '04019000007', '04019000022', '04019000023', '04019000152', '04019000227', '04019000155', '04019000168', '04019000248', '04019000196', '04019000190']"
04019000237,"['04019000238', '04019000170', '04019000056', '04019000211', '04019000158']"
04019000238,"['04019000061', '04019000088', '04019000170', '04019000158', '04019000237']"
04019000239,"['04019000163', '04019000061', '04019000112', '04019000214', '04019000171']"
04019000240,"['04019000027', '04019000065', '04019000220']"
04019000241,"['04019000112', '04019000171', '04019000118', '04019000125', '04019000220', '04019000126']"
04019000242,"['04019000127', '04019000223', '04019000014', '04019000104', '04019000115']"
04019000243,"['04019000046', '04019000131', '04019000179', '04019000199', '04019000126']"
04019000244,"['04019000160', '04019000025', '04019000050', '04019000047']"
04019000245,"['04019000247', '04019000017', '04019000020', '04019000018']"
04019000246,"['04019000062', '04019000082', '04019000044', '04019000066', '04019000064', '04019000086', '04019000045', '04019000247']"
04019000247,"['04019000025', '04019000246', '04019000064', '04019000045', '04019000047', '04019000020', '04019000245', '04019000018']"
04019000248,"['04019000052', '04019000028', '04019000236']"
04019000249,"['04019000229', '04019000011']"
04021000001,"['04021000025', '04021000004', '04007000054', '04021000023', '04021000051', '04021000050', '04021000052', '04007000008', '04007000014']"
04021000004,"['04021000025', '04021000007', '04021000001', '04021000103', '04021000006', '04009000012', '04009000011', '04007000054']"
04021000005,"['04019000027', '04021000007', '04021000006', '04021000093', '04009000013', '04019000046', '04019000065']"
04021000006,"['04021000007', '04021000004', '04009000012', '04021000005', '04009000013']"
04021000007,"['04021000016', '04021000025', '04021000011', '04021000004', '04021000006', '04021000093', '04021000005', '04021000015', '04021000008']"
04021000008,"['04021000016', '04021000092', '04021000007', '04021000015']"
04021000009,"['04021000053', '04021000091', '04021000010']"
04021000010,"['04021000091', '04021000009']"
04021000011,"['04021000016', '04021000013', '04021000020', '04021000014', '04021000104', '04021000025', '04021000012', '04021000007']"
04021000012,"['04021000013', '04021000105', '04021000014', '04021000011']"
04021000013,"['04021000041', '04021000022', '04021000020', '04021000105', '04021000012', '04021000011']"
04021000014,"['04021000091', '04021000105', '04021000104', '04021000012', '04021000011']"
04021000015,"['04019000027', '04019000188', '04021000092', '04021000007', '04021000093', '04021000008']"
04021000016,"['04019000024', '04021000092', '04019000184', '04019000005', '04021000091', '04021000104', '04021000011', '04021000007', '04021000008', '04019000175', '04019000127']"
04021000017,"['04021000060', '04021000019', '04021000018', '04021000027', '04021000024', '04021000025']"
04021000018,"['04021000021', '04021000060', '04021000019', '04021000017']"
04021000019,"['04021000022', '04021000021', '04021000020', '04021000018', '04021000017', '04021000025']"
04021000020,"['04021000022', '04021000019', '04021000013', '04021000025', '04021000011']"
04021000021,"['04021000083', '04021000022', '04021000060', '04021000019', '04021000018']"
04021000022,"['04021000041', '04021000021', '04021000035', '04021000081', '04021000019', '04021000013', '04021000020']"
04021000023,"['04021000027', '04021000024', '04021000025', '04021000070', '04021000001', '04021000051']"
04021000024,"['04021000017', '04021000027', '04021000025', '04021000023']"
04021000025,"['04021000019', '04021000020', '04021000017', '04021000024', '04021000011', '04021000007', '04021000004', '04021000001', '04021000023']"
04021000026,"['04021000096', '04021000070', '04021000069', '04021000085', '04021000094', '04021000075']"
04021000027,"['04021000060', '04021000017', '04021000024', '04021000070', '04021000023']"
04021000028,"['04021000076', '04021000086', '04013000541', '04021000098']"
04021000029,"['04021000083', '04021000055', '04021000062', '04021000039', '04021000060', '04021000061']"
04021000030,"['04021000037', '04021000031', '04021000062', '04021000077', '04021000080', '04021000100', '04021000102']"
04021000031,"['04021000038', '04021000037', '04021000067', '04021000030', '04021000054', '04021000077']"
04021000032,"['04021000037', '04021000099', '04021000033', '04021000035']"
04021000033,"['04021000082', '04021000032', '04021000035', '04021000034', '04021000081']"
