GEOID20,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_adjtot,Wh_2020_adjtot,His_2020_adjtot,BlC_2020_adjtot,NatC_2020_adjtot,AsnC_2020_adjtot,PacC_2020_adjtot,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
2403307-021,854,260,42,494,14,56,0,631,213,27,337,12,45,0,854,260,42,494,14,56,0,631,213,27,326,40,3,0,3,19
2403307-024,870,151,58,594,29,81,0,613,124,40,390,28,58,0,871,151,58,590,28,80,0,613,124,40,353,41,6,0,1,48
2403307-019,302,17,13,233,14,35,1,233,13,8,180,11,28,1,302,17,13,233,14,35,1,233,13,8,167,25,5,1,3,11
2403307-018,1449,81,37,1203,11,151,0,966,68,20,773,9,106,0,1450,81,37,1181,12,148,0,966,68,20,739,104,0,0,3,32
2403307-001,1270,107,42,1094,27,51,3,984,93,30,837,23,41,3,1270,107,42,1094,27,51,3,984,93,30,780,22,0,0,15,44
2403302-010,4659,213,2780,1574,194,136,11,3382,181,1838,1291,125,95,9,4669,214,2782,1582,161,133,11,3382,181,1838,1192,73,5,0,25,68
2403306-020,4174,81,413,3684,99,54,2,3363,76,264,3015,74,37,1,4185,82,413,3666,91,52,2,3363,76,264,2909,23,11,0,2,78
2403306-025,447,0,11,440,4,1,0,353,0,5,348,2,1,0,452,0,11,439,1,1,0,353,0,5,346,0,0,0,0,2
2403312-009,7090,115,1968,4987,123,70,7,5133,88,1215,3815,103,59,7,7115,115,1970,4963,89,65,4,5133,88,1215,3642,31,15,0,16,126
2403310-010,2515,430,412,1488,75,231,0,1974,384,274,1143,58,187,0,2520,430,412,1454,73,228,0,1974,384,274,1053,170,6,0,7,80
2403305-008,2852,968,320,1392,117,149,4,2324,852,203,1117,94,118,2,2856,969,320,1384,113,149,4,2324,852,203,1021,105,16,0,22,105
2403305-012,4009,317,201,3350,74,166,7,3204,290,129,2659,59,142,3,4011,317,201,3335,71,166,7,3204,290,129,2534,115,10,0,11,115
2403305-010,1766,191,358,1114,32,115,6,1415,171,219,931,12,96,2,1768,191,358,1114,31,115,6,1415,171,219,879,82,2,0,23,39
2403315-001,4892,465,215,4168,105,75,0,3871,432,153,3240,75,61,0,4895,465,215,4137,103,73,0,3871,432,153,3076,40,8,0,28,134
2400301-021,4260,791,317,2786,73,401,11,3077,652,227,1890,50,319,7,4268,791,317,2746,68,394,11,3077,652,227,1741,261,7,0,24,165
2401908-001,807,774,11,15,8,2,0,722,701,2,11,7,2,0,809,776,11,15,8,2,0,722,701,2,9,1,0,0,0,9
2401903-001,363,293,8,47,14,3,1,282,229,6,36,10,3,1,363,293,8,47,14,3,1,282,229,6,30,0,0,0,2,15
2401903-002,445,220,13,205,1,4,2,361,179,11,163,0,4,2,455,221,13,217,1,4,2,361,179,11,156,3,0,1,0,11
2451005-001,1728,47,43,1628,29,10,0,1228,38,34,1146,24,8,0,1764,49,43,1637,29,10,0,1228,38,34,1091,2,0,0,6,57
2451005-002,213,10,8,188,3,7,0,189,10,3,173,2,5,0,216,10,8,191,3,7,0,189,10,3,170,4,0,0,0,2
2400512-007,5848,4149,488,947,207,139,8,4432,3383,291,565,146,98,6,5870,4163,488,959,194,137,7,4432,3383,291,463,66,23,1,12,193
2403101-007,622,455,65,66,19,23,0,488,374,39,56,7,17,0,622,455,65,66,19,23,0,488,374,39,48,17,0,0,4,6
2403101-001,2805,1843,376,292,72,251,6,2220,1535,253,209,54,187,3,2806,1843,376,293,72,252,6,2220,1535,253,156,148,6,2,14,106
2403113-011,4716,1804,1348,1003,115,591,1,3586,1426,962,744,88,464,1,4721,1805,1351,1003,97,591,1,3586,1426,962,655,391,5,0,20,127
2403104-018,4915,3009,451,516,27,899,3,3775,2390,340,344,22,663,2,4915,3009,451,516,27,899,3,3775,2390,340,285,585,4,0,29,142
2403110-011,3052,1351,478,577,43,611,5,2548,1215,391,402,37,514,5,3052,1351,478,577,43,611,5,2548,1215,391,343,472,3,0,19,105
2403104-030,6514,2912,593,649,40,2308,10,5066,2400,443,493,21,1695,8,6514,2912,593,649,40,2308,10,5066,2400,443,412,1652,4,0,20,135
2403105-021,8020,483,1242,5721,102,671,22,5652,433,817,3934,65,526,8,8034,484,1242,5647,62,664,19,5652,433,817,3754,467,9,3,47,122
2403105-019,4337,1555,564,1192,74,1000,16,3584,1396,408,916,55,824,14,4338,1555,564,1186,70,1000,16,3584,1396,408,841,788,4,6,29,112
2403110-010,3771,2475,212,144,18,901,4,2838,1926,134,96,12,649,4,3771,2475,212,144,18,901,4,2838,1926,134,81,606,2,0,10,79
2403113-037,3878,715,2097,355,151,634,8,2941,618,1492,280,110,481,5,3883,717,2098,362,133,646,8,2941,618,1492,240,455,5,0,40,91
2403105-012,7301,1253,1267,3536,104,1335,17,5687,1124,923,2597,76,1101,15,7307,1253,1268,3513,98,1327,15,5687,1124,923,2413,1038,6,8,17,158
2403105-017,5142,1097,774,2367,96,937,7,4087,991,559,1761,75,778,7,5145,1097,775,2366,91,937,7,4087,991,559,1591,732,7,5,33,169
2403105-001,5085,1289,1103,1817,107,891,4,3946,1141,792,1289,73,714,4,5090,1289,1103,1826,89,899,3,3946,1141,792,1135,659,1,1,28,189
2403109-009,8036,1552,3278,2340,216,922,41,6026,1362,2286,1707,150,692,27,8043,1553,3280,2293,159,923,38,6026,1362,2286,1512,632,15,0,30,189
2400513-005,4267,3041,223,497,150,338,14,3425,2535,153,348,103,260,13,4272,3044,223,496,146,337,14,3425,2535,153,309,224,12,0,11,181
2400514-006,4589,3102,231,1023,97,149,5,3569,2586,152,656,74,93,1,4608,3109,232,1028,92,146,5,3569,2586,152,590,83,10,0,21,127
2400514-007,3602,1916,257,1277,90,102,9,2772,1632,147,861,71,78,2,3619,1922,257,1279,85,97,9,2772,1632,147,808,61,11,0,13,100
2400512-004,5907,4350,574,615,204,185,11,4692,3648,354,400,146,132,10,5935,4365,576,606,205,183,10,4692,3648,354,338,104,36,1,21,190
2400501-002,3401,329,343,2055,49,706,2,2528,291,208,1570,41,480,2,3408,329,343,2032,47,706,2,2528,291,208,1458,450,5,1,12,103
2451028-014,889,61,24,799,18,5,0,698,53,20,618,14,5,0,901,61,24,806,18,5,0,698,53,20,591,4,0,0,8,22
2451026-004,2660,787,1446,325,44,85,0,1913,706,900,228,32,63,0,2672,792,1448,340,36,89,0,1913,706,900,210,61,4,0,8,24
2451027-066,3451,2449,189,679,13,78,1,2483,1661,119,595,11,65,1,3452,2449,189,690,13,78,1,2483,1661,119,558,21,0,0,29,95
2451012-001,4631,2594,216,371,41,1374,3,4215,2392,191,312,34,1245,3,4634,2597,216,371,41,1393,3,4215,2392,191,256,1153,0,0,30,193
2451012-002,314,192,15,77,0,33,1,251,158,15,64,0,18,0,315,192,15,77,0,31,1,251,158,15,58,11,0,0,2,7
2451027-011,3228,1371,209,1513,49,87,3,2604,1225,128,1124,41,75,3,3246,1374,209,1532,49,87,3,2604,1225,128,1075,61,4,2,13,96
2403104-015,3537,1130,1154,545,90,688,8,2755,956,866,400,71,522,7,3538,1130,1154,550,85,697,8,2755,956,866,330,468,3,3,15,114
2403104-026,3653,1583,1032,388,81,603,6,2827,1306,746,253,57,469,4,3654,1583,1033,388,77,604,6,2827,1306,746,195,419,3,1,24,133
2403104-040,346,126,66,84,12,71,0,314,119,57,74,8,59,0,346,126,66,84,12,71,0,314,119,57,69,59,3,0,0,7
2403113-004,5355,2711,633,1560,106,450,9,4383,2249,498,1285,77,345,8,5358,2711,633,1563,98,446,9,4383,2249,498,1091,249,9,2,43,242
2403109-035,5926,3722,363,294,43,1466,12,4445,2826,232,229,27,1107,8,5927,3722,363,294,43,1468,12,4445,2826,232,170,1036,2,3,16,160
2403113-014,3599,2409,392,501,66,261,14,2697,1891,256,363,37,162,8,3599,2409,392,501,66,261,14,2697,1891,256,318,123,1,0,17,91
2400513-007,4898,1470,1586,1587,124,166,1,3429,1191,984,1046,77,126,1,4917,1474,1590,1632,90,173,1,3429,1191,984,992,101,9,1,33,118
2400512-005,4529,3255,359,603,239,103,8,3378,2574,213,381,156,69,3,4549,3271,359,605,225,103,6,3378,2574,213,325,46,39,0,7,174
2400509-023,4300,2480,279,1150,55,348,5,3565,2180,178,869,42,289,2,4311,2486,279,1160,53,352,5,3565,2180,178,820,252,2,1,15,117
2403109-008,7762,1566,2681,2706,187,859,23,5703,1341,1821,1866,132,673,15,7775,1568,2682,2702,118,865,19,5703,1341,1821,1695,609,3,5,44,185
2403109-041,4213,977,816,1343,75,1103,13,3078,792,538,903,56,850,10,4213,977,816,1343,75,1103,13,3078,792,538,794,793,10,0,23,128
2403109-018,5582,983,1918,1711,139,964,14,4183,841,1353,1225,109,761,10,5591,983,1919,1723,71,975,13,4183,841,1353,1110,719,12,2,28,118
2403101-002,2966,1828,400,346,42,353,16,2389,1555,267,260,29,281,7,2967,1828,400,347,41,353,16,2389,1555,267,210,243,2,2,5,105
2402312-001,880,839,8,16,7,2,3,701,677,8,6,7,2,3,880,839,8,16,7,2,3,701,677,8,3,0,0,0,3,10
2403107-010,4801,3022,510,475,60,782,11,3695,2450,325,323,41,558,10,4801,3022,510,475,60,782,11,3695,2450,325,270,502,3,4,13,128
2403107-031,1539,1013,142,110,14,238,1,1406,942,124,102,11,205,1,1539,1013,142,110,14,238,1,1406,942,124,91,187,3,0,14,45
2403104-014,6443,2727,722,1270,89,1637,11,4836,2191,519,841,74,1207,11,6445,2728,722,1272,82,1643,11,4836,2191,519,705,1135,9,4,36,237
2403113-005,6072,2464,572,2376,93,673,22,5464,2226,489,2138,75,599,14,6075,2464,573,2367,84,675,22,5464,2226,489,1924,514,1,0,52,258
2403108-006,5589,3146,533,990,56,871,13,4362,2579,349,713,33,667,13,5593,3147,533,990,54,872,13,4362,2579,349,648,605,4,3,37,137
2403108-015,759,254,81,178,18,227,2,598,225,62,115,7,181,2,759,254,81,178,18,227,2,598,225,62,113,160,2,0,7,29
2400305-018,2766,2096,190,266,59,149,8,2100,1662,123,171,36,100,7,2768,2097,190,273,59,154,8,2100,1662,123,145,72,6,6,3,83
2400305-028,1338,974,99,148,11,84,1,1002,754,53,112,8,59,1,1339,975,99,161,9,93,1,1002,754,53,105,44,0,1,6,39
2400301-024,2215,886,239,815,73,282,7,1659,710,168,590,50,196,1,2218,887,239,806,68,277,7,1659,710,168,522,169,10,0,4,76
2403113-007,3266,1988,362,605,37,273,6,2590,1590,267,505,32,197,5,3268,1988,362,605,36,271,6,2590,1590,267,425,152,0,2,35,119
2403113-010,3247,1270,421,1283,69,334,9,2943,1221,349,1134,57,291,3,3247,1270,421,1283,69,334,9,2943,1221,349,1007,227,1,0,20,118
2403113-071,2186,1614,94,281,27,176,1,2139,1605,81,262,20,172,1,2186,1614,94,281,27,176,1,2139,1605,81,242,158,0,0,20,33
2403113-054,2757,1878,155,445,14,271,3,2728,1876,140,434,11,270,3,2759,1879,156,441,13,273,3,2728,1876,140,403,265,0,0,8,36
2400305-034,1677,1413,71,76,30,68,1,1187,1035,32,48,22,47,1,1677,1413,71,76,30,68,1,1187,1035,32,41,34,1,0,7,37
2400306-022,3588,2424,313,598,47,215,14,3145,2224,227,483,34,170,12,3589,2425,313,602,48,218,14,3145,2224,227,428,133,7,4,15,107
2400306-029,1399,1190,55,93,31,40,4,1142,990,40,73,15,23,3,1400,1190,56,93,31,40,4,1142,990,40,66,12,2,1,0,31
2400304-014,2345,2024,107,101,54,61,1,1910,1682,73,77,32,39,1,2345,2024,107,101,54,61,1,1910,1682,73,65,25,1,0,3,61
2404102-002,716,674,17,18,10,2,1,621,597,9,8,8,2,0,716,674,17,18,10,2,1,621,597,9,7,0,0,0,0,8
2400301-004,3327,1597,431,1045,101,173,7,2557,1300,257,812,79,130,3,3340,1601,432,1058,99,170,7,2557,1300,257,775,114,8,0,0,103
2400307-003,2393,1827,102,348,64,44,3,1947,1524,61,269,49,32,1,2395,1828,102,350,64,44,3,1947,1524,61,247,19,8,0,6,82
2401308-003,3649,3199,134,143,53,87,3,2803,2512,92,84,40,47,1,3650,3200,134,145,52,88,3,2803,2512,92,72,29,10,0,10,78
2400502-024,3684,209,133,3297,57,72,8,2908,192,92,2590,42,48,8,3705,210,133,3288,51,72,8,2908,192,92,2479,34,4,4,15,88
2400515-010,4571,2229,335,1853,134,49,3,3279,1866,208,1087,85,35,1,4598,2242,336,1853,130,48,3,3279,1866,208,999,22,23,1,25,135
2402313-001,622,596,6,4,16,1,1,495,476,2,2,15,0,0,624,598,6,4,16,1,1,495,476,2,2,0,0,0,0,15
2401914-001,1586,1367,52,122,30,23,0,1271,1102,37,88,28,15,0,1588,1368,52,122,29,23,0,1271,1102,37,78,10,4,0,6,34
2401914-003,1075,862,107,74,14,16,0,898,750,63,56,12,14,0,1083,869,107,77,14,16,0,898,750,63,51,12,0,0,0,22
2401914-002,99,59,1,28,6,5,0,70,39,0,22,6,3,0,99,59,1,28,6,5,0,70,39,0,21,0,0,0,1,9
2401914-004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400302-006,2804,1609,427,483,89,212,7,2193,1380,261,330,70,148,6,2812,1614,427,488,87,209,7,2193,1380,261,294,125,8,5,9,111
2403503-002,8858,7459,305,774,128,143,10,6920,5917,191,589,98,90,8,8868,7467,305,776,128,139,10,6920,5917,191,556,62,9,2,12,171
2400303-003,4615,3494,412,381,133,185,9,3511,2795,232,234,102,126,6,4622,3498,413,384,128,182,9,3511,2795,232,188,89,10,1,30,166
2400307-014,2242,1681,150,217,40,144,6,1587,1253,85,134,30,81,4,2242,1681,150,217,40,144,6,1587,1253,85,109,62,0,0,9,69
2400307-016,3093,1994,170,702,50,189,5,2341,1527,127,528,30,136,5,3093,1994,170,702,50,189,5,2341,1527,127,471,113,0,0,6,97
2403113-008,4057,1426,607,1717,79,311,8,3192,1213,440,1308,63,229,6,4061,1426,607,1720,77,313,8,3192,1213,440,1205,188,0,1,23,122
2403915-002,2093,420,109,1534,43,40,2,1618,346,70,1167,34,36,1,2116,421,110,1531,42,40,2,1618,346,70,1113,33,4,0,4,48
2403915-003,150,93,1,48,6,2,0,117,72,0,36,6,2,0,150,93,1,48,6,2,0,117,72,0,36,2,0,0,1,6
2404502-001,2394,1860,112,321,65,44,1,1903,1497,71,245,47,37,1,2397,1860,112,324,65,44,1,1903,1497,71,226,24,8,0,9,68
2403112-004,3124,2198,373,256,57,260,10,2421,1773,255,176,42,175,10,3124,2198,373,256,57,260,10,2421,1773,255,148,145,3,1,12,84
2401706-005,5673,476,481,4505,163,258,6,4112,414,316,3213,106,185,2,5687,480,481,4476,154,255,5,4112,414,316,3039,174,8,0,28,133
2403905-001,875,705,1,135,15,17,0,729,590,0,109,14,12,0,879,708,1,137,15,17,0,729,590,0,105,6,1,0,0,27
2403108-002,5354,3553,441,593,70,708,19,4036,2752,305,415,50,513,16,5357,3553,442,585,63,707,19,4036,2752,305,366,461,3,0,18,131
2403105-015,4855,1848,739,1158,102,1082,11,3853,1584,512,858,78,857,7,4857,1848,740,1155,96,1083,11,3853,1584,512,763,802,5,5,41,141
2451015-020,3249,249,77,2645,33,290,3,2730,246,71,2133,29,287,3,3296,251,77,2668,29,290,2,2730,246,71,2050,274,2,0,18,69
2451015-018,3196,37,54,3116,40,17,3,2406,26,46,2344,26,16,2,3287,39,54,3154,36,14,3,2406,26,46,2255,9,2,1,11,56
2451015-019,90,0,6,85,1,2,0,66,0,5,61,0,2,0,96,0,6,87,1,2,0,66,0,5,58,2,0,0,0,1
2451006-004,1888,782,302,550,50,242,1,1602,720,218,447,45,205,1,1893,782,302,555,50,242,1,1602,720,218,414,176,8,0,9,57
2451025-014,2271,328,426,1490,73,19,0,1429,256,249,888,49,14,0,2304,332,427,1480,59,21,0,1429,256,249,837,7,9,0,6,65
2451028-007,1473,48,31,1345,19,15,2,1191,45,25,1095,15,5,2,1488,48,31,1362,15,15,2,1191,45,25,1077,5,4,0,16,19
2451027-052,3577,95,112,3349,60,26,3,2856,86,70,2672,44,25,3,3630,96,112,3366,57,25,3,2856,86,70,2590,15,8,2,19,66
2400509-029,2604,1128,183,1139,8,161,2,2587,1120,183,1132,8,160,2,2604,1128,183,1139,8,161,2,2587,1120,183,1043,120,3,0,13,105
2403109-007,9147,1228,4521,2248,369,1108,10,6622,1104,2948,1634,253,883,8,9156,1228,4525,2281,210,1138,9,6622,1104,2948,1483,810,29,0,48,200
2403109-005,4915,1405,1779,1007,167,738,18,3815,1253,1211,763,85,577,13,4918,1406,1779,998,121,743,17,3815,1253,1211,659,545,11,2,24,110
2403104-025,2276,1476,226,169,28,362,2,1773,1179,166,115,14,277,1,2276,1476,226,169,28,362,2,1773,1179,166,91,241,1,0,16,79
2403113-050,2885,1675,301,677,55,201,5,2255,1342,249,519,42,123,3,2886,1675,302,678,55,195,5,2255,1342,249,463,81,3,1,19,97
2403106-009,3765,2496,232,208,50,781,1,2981,2003,175,146,43,617,1,3766,2497,232,208,50,782,1,2981,2003,175,118,574,10,0,7,94
2403113-068,3671,1142,834,1355,122,380,17,2716,858,574,1010,79,297,14,3673,1142,835,1353,117,381,17,2716,858,574,896,246,0,2,9,131
2403109-026,5390,875,1876,1793,103,796,11,3968,736,1302,1277,71,622,8,5399,875,1879,1847,48,816,11,3968,736,1302,1179,574,0,5,38,134
2403113-015,7857,1827,2737,2445,210,917,12,5892,1459,1867,1845,147,750,8,7869,1828,2743,2406,91,912,9,5892,1459,1867,1676,696,2,1,34,157
2403113-023,3552,2629,306,339,58,249,0,2532,1908,211,238,41,157,0,3552,2629,306,339,58,249,0,2532,1908,211,174,124,0,0,23,92
2403110-001,2111,1222,123,177,17,593,7,1717,1039,98,125,15,449,7,2111,1222,123,177,17,593,7,1717,1039,98,104,422,0,2,8,44
2401303-001,5460,5021,107,126,114,76,5,4387,4084,75,83,88,46,1,5467,5027,107,131,113,77,4,4387,4084,75,63,35,6,0,8,116
2403104-021,3491,2123,242,172,45,902,4,2623,1690,173,117,31,617,3,3491,2123,242,172,45,902,4,2623,1690,173,94,578,1,2,17,68
2404311-001,1110,996,39,39,15,13,0,876,798,18,29,9,11,0,1111,997,39,39,15,17,0,876,798,18,28,8,1,0,0,23
2451027-033,2817,576,112,2076,54,66,4,2296,506,90,1657,43,44,2,2840,577,112,2084,52,66,4,2296,506,90,1574,36,1,2,10,77
2404318-001,2881,2491,119,138,52,90,9,2214,2001,72,64,33,43,4,2887,2495,119,146,52,96,10,2214,2001,72,26,22,3,0,10,80
2402503-022,4710,3860,231,265,100,248,1,3508,2938,148,181,72,158,1,4712,3862,231,270,99,252,1,3508,2938,148,154,119,4,1,8,136
2402503-020,3223,2831,100,129,55,95,1,2541,2268,60,96,31,69,1,3226,2832,100,134,53,96,1,2541,2268,60,84,58,3,1,1,66
2451026-011,2638,649,1530,368,162,67,3,1904,569,973,283,105,55,3,2660,653,1536,395,121,67,3,1904,569,973,240,37,11,0,14,60
2451027-032,3266,1008,175,1966,57,115,3,2713,878,126,1601,40,104,2,3285,1008,175,1975,53,116,3,2713,878,126,1525,91,5,0,11,77
2451024-002,1153,952,53,56,6,90,0,1054,886,45,45,5,76,0,1153,952,53,56,6,90,0,1054,886,45,35,59,0,0,0,29
2402506-005,625,211,72,298,24,39,6,431,158,47,199,16,22,2,626,211,72,299,19,40,6,431,158,47,183,16,1,2,0,24
2400512-010,3962,2434,556,785,160,99,5,3106,2063,332,556,118,74,5,3983,2443,556,780,149,97,4,3106,2063,332,472,52,17,0,11,159
2400502-001,2007,71,50,1881,29,17,3,1652,70,28,1551,26,9,2,2020,71,50,1880,25,17,2,1652,70,28,1507,4,4,0,0,39
2400514-011,3580,1641,402,1187,71,281,5,2879,1439,271,902,47,195,5,3589,1645,402,1203,68,281,5,2879,1439,271,873,181,4,1,14,96
2400512-011,5625,3387,659,1349,215,89,15,4397,2836,427,955,165,64,10,5654,3399,660,1351,212,87,15,4397,2836,427,854,45,45,4,8,178
2451027-055,1048,13,12,1022,8,7,1,790,13,11,769,4,5,1,1070,13,12,1040,6,7,1,790,13,11,756,2,2,0,0,6
2403902-001,487,384,16,70,17,4,1,395,317,7,59,9,3,1,491,385,16,71,17,4,1,395,317,7,55,3,2,0,0,11
2403913-002,3670,1123,123,2377,36,2,3,3599,1081,117,2355,36,0,3,735,336,39,343,14,-3,1,3599,1081,117,2349,0,28,1,6,17
2451009-011,437,7,22,398,3,8,2,319,7,15,293,2,4,2,449,8,22,408,1,8,2,319,7,15,278,2,0,0,6,11
2451002-003,3394,2522,277,239,45,315,4,3142,2386,225,196,36,278,4,3395,2523,277,238,45,315,4,3142,2386,225,154,228,8,2,18,121
2400501-008,5871,3651,302,1336,132,482,12,4414,2933,185,904,92,310,10,5888,3653,302,1358,128,484,12,4414,2933,185,807,252,13,3,22,199
2451015-022,1193,52,24,1105,8,6,4,893,52,14,817,6,2,4,1225,52,24,1132,6,7,4,893,52,14,796,1,1,3,5,21
2404310-002,4927,3128,509,875,97,338,23,3650,2456,333,553,79,227,15,4933,3134,509,871,97,341,23,3650,2456,333,485,212,2,9,24,129
2451026-007,2865,1273,1087,321,111,166,3,2244,1121,705,265,80,139,1,2873,1277,1089,321,90,166,3,2244,1121,705,210,126,6,1,4,71
2451026-029,5629,418,142,5019,56,26,4,4355,394,96,3835,32,15,3,5686,420,142,5060,51,26,4,4355,394,96,3757,4,7,1,22,74
2451016-003,978,33,33,900,16,14,1,782,28,19,721,11,9,1,1001,33,33,922,14,13,1,782,28,19,703,4,0,1,6,21
2451013-011,2661,2169,127,144,44,171,4,2383,1979,99,104,35,152,3,2665,2173,127,141,44,171,4,2383,1979,99,72,117,5,0,6,105
2451013-013,143,114,8,9,6,4,2,125,102,6,7,6,2,0,143,114,8,9,6,4,2,125,102,6,6,2,0,0,0,9
2451025-007,585,70,11,486,15,8,0,436,55,7,360,15,4,0,603,70,11,499,15,8,0,436,55,7,350,3,6,0,3,12
2451027-035,4000,150,108,3731,60,21,8,3059,136,85,2837,41,19,6,4053,151,108,3730,56,22,8,3059,136,85,2729,3,2,0,20,84
2451017-002,3916,271,119,3468,71,48,16,3035,247,87,2664,45,36,13,3984,271,119,3490,58,47,14,3035,247,87,2552,30,1,3,10,105
2451017-001,267,12,11,224,7,18,3,209,12,6,172,4,15,3,268,12,11,223,7,16,3,209,12,6,162,8,3,3,2,13
2404327-002,4642,3253,448,654,108,227,3,3465,2532,294,438,83,154,2,4648,3255,448,655,104,226,3,3465,2532,294,376,134,3,1,9,116
2404327-001,3096,2530,143,222,72,147,4,2470,2095,88,150,53,85,1,3098,2531,143,226,71,147,4,2470,2095,88,102,70,9,0,7,99
2404307-002,2977,2504,194,160,65,73,11,2156,1842,126,92,51,44,2,2978,2505,194,160,65,74,11,2156,1842,126,73,30,8,0,11,66
2404321-001,4012,2551,335,954,67,142,15,2985,2077,198,577,45,97,9,4020,2553,335,942,65,141,14,2985,2077,198,507,69,1,4,24,105
2402310-001,1846,1777,16,11,28,12,5,1544,1498,8,6,24,5,4,1851,1782,16,11,28,12,5,1544,1498,8,3,2,3,1,0,29
2400513-004,3923,2991,154,423,62,280,6,3166,2481,108,310,49,209,5,3928,2996,154,427,62,281,6,3166,2481,108,285,180,2,0,1,109
2451026-016,1717,33,28,1627,18,28,2,1204,26,17,1139,15,19,2,1744,33,28,1636,17,27,2,1204,26,17,1109,10,1,0,3,38
2451010-002,1461,19,19,1426,24,2,1,1086,14,12,1059,17,1,0,1495,19,19,1439,19,1,1,1086,14,12,1031,0,6,0,2,21
2451010-003,3339,317,84,2917,9,14,0,2965,316,71,2557,6,10,0,1229,80,26,1113,3,6,-1,2965,316,71,2533,8,5,0,11,21
2451009-005,1872,386,28,1426,32,24,3,1562,344,24,1173,25,16,2,1893,386,28,1433,31,24,3,1562,344,24,1132,7,1,1,2,51
2451027-004,686,290,31,334,8,25,1,553,263,18,246,7,20,1,691,291,31,339,8,24,1,553,263,18,230,18,1,0,3,20
2451001-003,2034,1632,147,92,27,132,1,1855,1522,121,72,20,113,0,2038,1635,147,93,27,132,1,1855,1522,121,50,89,4,0,5,64
2400502-005,3699,148,199,3251,39,122,3,2862,131,129,2527,29,91,2,3710,149,200,3228,35,122,3,2862,131,129,2442,77,8,0,15,60
2404321-003,1679,1208,127,266,45,49,5,1305,1011,85,165,37,23,3,1686,1211,127,272,44,49,5,1305,1011,85,116,13,3,1,10,66
2400509-021,4459,3081,258,819,75,223,3,3533,2590,174,542,57,163,1,4468,3086,258,824,72,223,3,3533,2590,174,500,140,6,1,12,110
2451026-019,1814,49,38,1715,20,7,1,1401,47,26,1319,17,4,1,1843,49,38,1736,18,6,0,1401,47,26,1277,3,7,0,8,33
2451020-003,2100,67,65,1964,30,12,4,1628,59,39,1526,17,9,3,2150,67,65,1986,26,12,4,1628,59,39,1476,5,4,2,4,39
2451018-001,1707,23,22,1647,41,5,1,1173,19,14,1130,30,1,1,1743,23,22,1665,37,5,0,1173,19,14,1081,0,1,0,14,44
2451014-005,596,4,11,579,7,1,1,470,4,10,454,4,1,1,609,4,11,586,7,1,1,470,4,10,433,0,2,1,1,19
2451028-013,1982,89,32,1857,21,16,1,1554,86,19,1437,16,13,0,2004,89,32,1858,19,16,1,1554,86,19,1384,10,4,0,6,45
2404310-004,1036,906,33,71,9,17,2,920,834,20,49,8,10,1,1039,909,33,72,9,17,2,920,834,20,38,9,0,0,6,13
2404505-001,5407,1287,712,3336,122,72,15,3880,1049,456,2315,96,44,11,5475,1300,715,3352,107,70,15,3880,1049,456,2160,31,6,2,2,174
2401301-002,4579,3690,212,462,118,98,7,3295,2751,124,267,67,68,4,4582,3692,212,463,116,97,7,3295,2751,124,239,48,11,0,0,122
2401301-001,5279,4734,147,234,86,54,3,4275,3940,79,132,57,38,3,5283,4738,147,236,85,54,2,4275,3940,79,105,20,9,0,14,108
2451016-014,3642,52,71,3512,54,20,6,2861,52,45,2765,40,13,0,3691,52,71,3506,49,19,6,2861,52,45,2664,3,5,0,5,87
2451027-020,3126,273,92,2693,35,86,5,2542,240,69,2164,35,77,3,3144,273,92,2694,35,85,5,2542,240,69,2087,70,6,2,11,57
2451015-015,886,25,9,848,13,2,2,652,20,8,619,8,2,2,911,25,9,858,13,2,2,652,20,8,603,0,1,0,4,16
2451015-006,2071,25,36,2000,26,21,5,1613,19,20,1569,23,16,3,2104,25,36,2016,20,16,5,1613,19,20,1520,5,0,0,9,40
2451006-005,3613,1670,699,1008,116,192,3,2985,1527,467,785,89,175,2,3633,1672,700,1026,92,189,3,2985,1527,467,723,138,20,1,7,102
2451003-001,1883,232,245,1346,34,57,3,1331,213,168,902,22,51,2,1925,234,245,1370,31,56,3,1331,213,168,853,37,4,1,5,50
2451016-011,978,18,25,937,22,8,3,765,18,20,729,14,5,1,1001,19,25,944,18,7,3,765,18,20,699,0,0,0,1,27
2401312-001,1526,1330,35,97,40,13,5,1195,1074,20,68,18,4,0,1528,1331,35,98,40,13,5,1195,1074,20,58,0,0,0,7,36
2451009-008,1430,24,34,1353,24,23,0,1116,18,27,1058,20,16,0,1466,24,34,1372,21,22,0,1116,18,27,1015,8,1,0,12,35
2451024-005,4888,3995,237,248,59,339,6,4295,3569,190,192,39,285,6,4892,3998,237,248,59,339,6,4295,3569,190,160,211,5,3,23,134
